list1 ;list2 ;list3 ;list4 ;list5;list6;list7;list8;list9;list10 ;list11;list12;list13 ;list14 ;list15;list16 ;list17;list18 ;list19;list20 
54;58;39;13;59;38;24;6;79;1;75;21;5;27;19;41;73;23;65;7
78;44;3;33;10;18;53;45;41;71;43;59;38;54;42;47;64;57;25;34
34;9;48;31;45;5;44;32;77;63;66;47;64;56;62;54;46;53;68;52
26;53;16;23;52;75;7;10;5;22;79;20;34;51;12;25;39;80;15;61
7;12;61;51;43;9;70;33;1;79;42;24;76;31;67;16;80;37;10;29
51;30;10;76;15;62;74;27;60;44;6;31;54;49;17;29;69;48;37;39
65;33;2;53;8;52;29;48;79;25;37;76;80;15;75;26;6;59;32;9
61;38;42;67;66;45;27;2;3;52;77;43;33;71;54;74;15;63;31;48
27;46;42;16;40;47;64;43;38;51;22;29;24;12;58;79;59;15;71;75
12;45;10;65;36;22;31;54;55;34;4;70;52;26;62;14;47;32;23;58
26;63;11;48;51;40;25;24;58;45;23;37;47;31;59;30;28;49;55;52
72;37;75;67;70;6;62;2;17;41;16;65;11;8;46;76;74;30;64;29
72;37;45;15;52;79;73;42;59;26;48;49;50;32;69;66;78;77;11;39
44;40;24;74;53;55;66;79;67;73;41;6;4;12;47;60;5;69;11;45
75;15;18;4;64;56;41;34;69;72;45;39;11;5;74;6;71;42;52;33
45;61;18;55;53;79;44;78;54;43;30;39;70;36;33;64;69;41;11;9
26;46;8;14;37;75;24;15;16;43;79;57;1;11;55;28;23;29;77;66
57;32;48;70;24;80;23;16;2;74;37;11;43;66;47;39;49;61;15;29
33;40;54;16;10;30;2;36;65;55;63;66;19;28;52;41;22;37;34;35
46;12;73;29;80;76;21;67;22;77;47;26;14;52;28;7;4;60;41;1
66;23;63;18;50;51;54;10;26;20;64;27;58;16;15;44;53;46;42;43
32;49;1;56;37;64;25;24;33;5;8;53;38;9;62;60;7;11;54;47
55;67;34;73;15;23;25;33;17;13;69;38;59;76;3;21;58;14;24;64
34;3;65;21;16;63;68;28;23;70;6;55;45;20;7;39;54;2;37;13
3;23;40;53;50;33;70;19;42;58;73;44;47;36;25;10;74;57;41;46
74;13;20;39;57;55;9;4;14;60;50;66;36;61;75;6;69;29;56;2
77;75;52;12;73;46;2;48;29;30;23;70;13;78;10;24;8;71;18;79
10;54;47;30;36;21;23;73;59;22;20;78;69;28;16;39;18;65;15;70
18;59;39;69;47;19;15;80;20;23;51;34;50;66;25;70;45;4;64;41
69;74;67;63;27;9;41;46;70;8;26;52;77;62;31;49;5;35;30;1
69;51;39;78;13;32;19;6;77;25;47;57;27;62;29;4;73;5;38;40
26;43;7;63;76;27;46;75;35;74;11;6;49;73;8;48;18;50;38;72
31;64;35;2;41;51;37;40;20;33;6;63;62;60;38;9;26;4;3;14
37;47;56;74;52;22;2;77;12;68;45;33;38;51;53;25;8;17;76;30
42;72;79;27;24;57;40;75;21;4;47;1;28;43;8;37;52;23;74;66
40;5;17;22;66;28;48;53;37;12;67;26;57;49;18;72;80;75;20;25
3;6;32;64;9;46;38;29;26;67;30;51;60;16;70;40;42;25;12;63
46;35;59;7;48;72;25;63;70;15;16;64;32;74;20;51;68;61;29;28
1;3;65;31;49;14;38;67;8;40;5;6;22;78;18;2;12;26;48;17
75;33;57;7;22;47;12;58;29;20;32;38;52;71;25;67;48;41;70;44
65;63;31;38;47;32;43;59;3;34;12;62;21;79;1;14;19;74;45;15
45;64;54;15;53;8;50;13;5;66;25;37;74;75;55;19;48;41;16;39
2;64;70;75;32;10;12;4;14;46;26;65;52;44;69;23;24;17;51;29
3;15;79;68;78;57;8;29;26;64;75;1;59;76;32;80;46;23;11;25
17;48;51;62;71;55;16;20;36;38;19;41;58;32;14;76;30;64;70;10
68;10;28;80;69;56;78;46;30;42;65;1;29;4;36;34;39;47;3;44
33;40;21;35;78;57;52;16;13;4;50;75;39;29;1;59;14;24;38;51
29;14;26;73;8;31;38;80;56;28;24;30;47;32;17;41;40;22;70;60
11;77;71;49;18;38;62;51;66;26;3;29;54;24;36;64;7;69;80;55
5;25;39;44;32;7;42;31;24;16;75;64;28;73;17;49;26;80;58;30
49;56;19;66;6;48;44;75;76;36;41;80;2;61;5;65;30;74;68;43
29;55;5;75;9;49;37;6;8;74;57;18;61;72;52;41;66;51;30;22
60;56;57;71;76;18;58;10;21;69;27;61;79;34;49;73;80;44;8;50
31;27;72;42;77;55;56;14;25;68;80;40;21;26;76;11;60;65;20;70
24;69;57;15;5;78;11;16;61;30;41;25;29;32;20;45;1;62;59;31
24;19;43;23;38;11;41;64;33;62;28;7;40;9;59;78;25;29;17;73
19;21;45;80;52;55;67;22;9;48;15;12;31;26;6;30;2;53;46;37
2;38;18;57;74;50;3;14;68;28;43;11;4;40;13;25;35;7;32;15
68;17;43;72;7;11;49;52;45;73;8;59;66;56;80;15;69;19;70;36
33;64;80;32;34;12;7;31;41;74;18;60;49;21;8;77;43;59;36;1
61;23;46;77;62;38;67;17;7;15;47;12;31;37;19;50;18;73;55;13
78;4;26;69;50;45;21;79;30;7;18;56;34;55;38;8;43;71;47;14
72;76;65;39;46;78;47;70;42;2;29;79;73;32;52;8;25;38;61;27
57;16;25;67;22;69;66;75;2;61;62;1;13;31;34;32;54;6;71;3
36;30;41;61;77;8;13;20;69;67;16;70;3;73;51;56;4;35;62;48
16;30;76;11;40;72;21;70;51;45;61;24;33;53;15;5;66;39;14;56
6;4;11;16;14;66;31;67;17;35;76;37;23;52;71;2;36;25;73;40
23;8;79;16;62;73;34;3;47;46;32;78;54;12;57;26;2;67;40;52
25;49;79;17;37;39;75;36;3;16;47;73;71;28;52;57;19;8;27;21
60;7;76;12;39;32;35;45;21;58;8;16;5;13;75;23;40;19;63;70
14;39;58;56;4;67;8;36;61;29;45;16;31;62;32;46;13;9;2;50
39;56;79;52;53;4;61;76;64;67;71;24;36;55;8;47;28;80;73;2
14;51;73;8;58;13;59;16;43;21;62;69;68;31;64;53;6;5;29;30
26;50;45;55;77;30;37;16;20;12;10;21;56;2;51;23;66;1;34;31
36;38;20;48;43;56;13;26;19;1;69;51;14;37;50;63;62;23;68;16
59;11;56;21;72;27;46;48;76;23;32;75;15;51;57;71;4;12;70;58
52;33;29;11;48;58;55;79;24;68;8;26;66;15;23;80;60;72;64;59
60;7;74;22;21;65;64;14;37;19;68;3;18;79;28;11;23;66;47;49
33;26;24;35;18;54;39;79;74;28;73;43;56;6;12;78;20;44;57;52
34;23;62;14;74;1;57;65;3;10;26;55;18;53;24;68;80;47;79;8
36;35;38;64;6;2;14;58;65;76;63;45;18;44;77;51;26;25;43;67
19;13;23;21;47;45;3;60;41;67;71;44;77;51;20;58;25;56;74;33
3;53;42;6;20;16;45;49;40;27;1;43;57;52;47;73;19;34;58;17
19;45;56;61;55;57;80;13;69;32;47;51;20;63;4;37;27;79;30;60
30;13;77;6;47;34;78;27;22;17;8;14;40;16;12;35;48;64;5;74
4;20;48;10;6;16;19;70;42;51;58;31;60;26;80;36;24;63;22;73
43;37;18;17;64;5;25;65;44;42;29;23;27;41;60;74;49;59;51;76
26;65;1;56;21;54;61;33;10;15;42;76;19;47;50;34;13;29;49;24
74;43;62;24;6;61;48;29;18;3;44;27;9;40;21;13;58;65;15;67
60;30;25;35;8;47;53;18;41;73;3;45;63;58;76;54;37;9;36;70
58;59;1;17;40;35;61;39;18;6;27;78;14;45;57;64;10;23;55;13
16;38;17;31;62;42;75;73;13;67;70;77;34;64;57;65;3;9;80;40
7;27;71;23;5;38;50;3;45;49;43;46;29;67;26;15;52;80;39;64
12;26;76;66;50;73;54;41;25;16;2;21;52;43;30;78;57;28;33;38
3;10;21;71;49;47;65;17;1;72;54;46;45;18;63;52;67;30;48;25
53;19;13;63;33;2;58;32;60;55;75;26;74;52;16;31;51;20;15;21
66;51;9;41;56;42;74;32;59;54;68;13;1;80;53;37;70;8;24;63
13;75;19;58;57;9;27;36;56;14;16;20;68;49;51;50;5;71;41;64
36;39;38;23;54;41;57;2;75;65;56;59;37;53;49;42;21;43;51;77
73;59;51;75;68;52;13;6;63;1;21;58;45;64;80;57;14;7;20;46
40;17;15;77;57;29;68;31;47;9;41;27;6;4;59;65;54;79;30;32
66;10;67;79;61;14;77;51;36;56;76;35;62;30;64;41;20;71;45;42
19;9;39;8;32;52;43;12;60;53;51;16;5;41;13;38;62;31;65;55
30;44;45;16;59;60;27;54;17;76;39;58;36;63;18;65;50;22;11;38
12;27;20;42;43;28;66;32;15;21;31;56;59;62;9;73;48;3;34;29
15;46;63;5;27;47;72;28;13;8;41;12;32;51;16;30;43;66;71;24
31;29;46;2;51;48;78;7;72;19;69;60;13;38;26;75;49;6;9;34
69;58;70;64;61;43;55;2;22;67;74;72;14;19;6;73;26;16;23;52
32;62;12;34;27;35;59;56;42;46;48;57;36;6;77;74;5;7;49;76
6;40;60;78;51;3;58;68;52;44;4;67;2;45;72;70;17;38;66;63
25;28;73;26;58;47;5;43;29;65;42;14;44;78;60;8;3;16;56;75
56;13;34;78;67;27;31;61;70;55;32;53;58;41;72;21;26;62;33;25
70;57;12;34;47;27;63;4;37;48;42;40;5;79;56;55;13;54;2;71
68;35;36;56;1;67;11;80;13;66;64;7;77;54;46;52;15;31;73;28
71;31;62;12;80;65;21;14;49;60;70;30;26;64;24;35;33;47;5;32
45;33;63;41;76;69;78;66;51;28;52;73;77;8;79;26;29;62;80;39
55;39;12;52;65;69;37;15;29;23;25;17;43;62;30;56;47;50;36;26
80;56;45;22;28;55;26;42;47;66;8;41;76;14;40;1;18;2;39;60
38;11;53;28;25;2;29;45;47;8;67;32;66;13;18;3;77;76;58;5
21;15;31;67;33;14;69;78;41;63;55;7;24;45;30;3;44;65;26;16
47;27;64;14;62;9;58;4;72;13;42;2;71;55;61;77;11;20;67;31
72;56;64;28;66;37;29;58;13;8;39;71;45;78;22;57;80;59;61;55
67;29;3;23;73;18;54;24;62;57;64;11;33;60;66;49;44;50;41;69
25;3;30;20;66;6;65;17;64;31;80;13;26;34;24;61;11;69;75;12
19;18;58;53;41;42;67;69;80;65;61;17;22;2;36;59;37;43;32;75
74;17;19;35;76;33;48;64;28;80;11;16;73;71;18;63;27;50;30;5
11;3;12;15;33;38;47;66;26;4;27;2;19;34;16;49;54;75;64;50
44;69;64;17;30;50;3;55;8;77;45;46;2;39;21;33;27;68;74;58
34;70;23;39;80;71;2;50;35;66;69;62;14;18;61;48;33;49;42;53
63;28;72;29;44;24;50;43;67;47;40;23;53;58;76;38;22;56;4;55
63;24;31;16;36;23;18;39;3;6;7;74;78;43;48;77;29;60;44;26
32;41;16;38;64;1;60;71;53;33;2;73;42;19;15;39;74;59;62;75
19;40;33;9;46;67;52;15;44;8;1;43;5;48;17;25;64;24;54;63
73;66;60;9;55;40;22;48;53;74;24;56;59;32;63;47;34;19;14;20
29;76;59;12;49;46;9;80;8;68;20;35;10;5;14;41;74;75;45;17
73;9;74;71;32;37;41;43;17;22;48;12;14;45;55;33;53;6;47;40
9;76;11;13;61;21;57;80;23;58;16;77;12;55;45;41;78;75;44;46
73;3;9;40;78;8;59;44;6;29;57;46;67;74;70;15;37;22;33;61
17;12;23;24;47;26;53;46;33;79;74;73;60;19;80;66;72;25;28;13
5;43;27;9;77;20;60;12;62;22;2;55;52;4;56;45;21;75;69;68
51;31;3;16;44;23;5;33;48;36;50;75;4;49;37;32;62;19;43;20
34;76;25;40;37;14;13;70;39;50;9;43;68;80;64;3;1;31;60;36
64;72;19;17;20;5;49;51;74;44;67;54;18;46;41;63;60;13;35;47
34;47;77;58;59;35;53;70;20;14;13;19;41;22;61;38;24;4;56;1
73;36;66;34;19;75;62;52;12;28;47;57;8;9;54;2;1;49;7;44
54;10;45;73;46;27;51;50;47;12;32;40;48;64;21;38;16;69;80;9
72;25;31;55;56;41;80;16;38;33;68;7;48;32;45;65;70;30;60;34
63;6;47;30;42;13;7;20;79;48;49;51;66;54;35;22;68;4;11;18
38;32;29;53;74;60;15;23;24;18;55;42;33;21;50;27;14;1;47;6
32;39;38;56;14;43;69;34;23;8;74;40;73;1;59;21;52;22;67;55
72;23;4;7;71;6;38;80;24;63;62;60;5;64;47;59;73;55;76;16
49;50;71;73;48;41;67;47;28;25;37;14;2;57;9;39;34;4;7;16
15;17;49;42;36;72;77;19;51;59;43;79;45;78;70;4;11;26;37;46
48;6;65;58;27;19;3;40;45;35;74;54;25;20;13;36;9;46;4;17
62;56;73;46;10;33;61;76;59;40;45;1;43;41;37;68;44;60;18;26
18;34;70;1;44;3;20;10;74;38;47;2;41;72;43;27;80;54;61;62
19;62;6;71;48;18;10;2;1;36;17;34;3;51;24;50;74;53;16;37
34;62;46;14;54;49;35;5;53;13;74;63;55;67;10;32;47;16;76;65
46;29;39;50;67;78;15;76;38;35;30;61;70;41;53;21;48;51;42;19
32;25;47;50;16;65;79;33;59;71;1;26;74;38;20;18;15;49;43;14
32;76;54;7;2;39;47;27;44;35;70;59;80;75;63;69;36;34;43;51
30;57;1;17;80;47;24;18;74;26;58;69;8;3;10;72;53;68;48;2
28;40;71;55;17;62;58;68;18;9;31;14;60;47;70;53;8;74;12;42
9;3;69;4;73;58;36;19;76;59;77;29;49;10;5;79;26;40;56;45
53;71;41;74;77;48;58;43;8;14;80;21;31;42;46;76;24;2;70;51
16;27;25;36;15;65;22;12;45;46;19;62;40;53;70;52;24;6;75;35
5;21;17;37;29;27;62;43;39;7;34;24;48;45;40;36;57;3;60;31
52;26;24;50;68;74;55;41;58;30;69;53;48;28;3;16;42;65;67;8
77;21;53;33;51;28;20;66;48;8;50;2;52;60;34;46;43;31;4;79
43;33;50;68;71;47;56;36;64;65;26;27;15;76;30;54;75;79;6;41
12;33;13;21;28;60;47;64;11;48;29;2;59;80;35;73;32;10;72;23
11;56;48;33;71;36;70;20;42;50;1;40;4;60;55;21;49;35;9;45
50;21;80;77;72;10;13;39;54;40;57;33;2;22;63;71;8;38;64;7
52;39;63;71;36;10;8;38;23;32;62;33;46;31;54;74;77;68;56;73
32;27;48;49;71;80;21;75;44;3;2;1;70;58;54;11;28;56;37;23
44;3;48;55;57;1;59;72;20;41;47;42;7;71;5;21;8;52;49;78
75;79;12;65;51;55;47;26;59;31;3;71;40;35;30;14;44;72;68;21
24;61;80;55;57;54;10;66;78;56;71;26;72;3;76;7;41;74;47;59
50;68;61;54;69;47;37;35;63;57;23;2;65;74;16;79;13;21;78;15
1;15;24;59;80;11;34;12;47;13;78;9;48;57;10;17;73;36;35;64
51;68;57;79;38;18;66;60;9;52;49;74;2;21;70;31;50;29;30;54
74;77;28;54;37;59;61;50;48;5;17;38;15;47;26;39;12;41;56;3
67;39;35;56;54;75;43;62;70;68;72;20;47;16;13;12;26;57;14;42
28;70;57;12;5;73;53;17;43;80;52;18;3;27;4;9;66;77;46;33
8;14;2;1;19;37;47;55;23;38;36;18;50;34;79;57;3;51;72;69
16;26;9;39;22;17;1;58;35;40;20;29;55;7;19;65;31;67;74;24
58;9;20;68;31;27;51;49;36;13;33;64;41;18;42;26;71;67;17;72
45;69;72;52;61;44;1;5;42;30;73;29;40;48;39;80;74;35;32;11
66;59;72;21;24;2;58;65;30;53;40;42;20;51;10;61;60;74;29;78
65;73;56;9;61;10;20;55;35;48;71;25;49;19;45;54;46;23;34;51
63;69;36;29;66;67;55;26;50;22;49;41;13;76;6;64;39;35;70;40
67;10;14;6;29;60;80;46;2;76;72;7;51;56;63;47;17;57;16;65
7;72;46;79;52;1;74;48;53;38;39;43;54;10;71;63;25;23;61;19
54;44;73;26;45;77;6;55;53;5;80;38;30;64;56;31;63;67;70;61
6;74;80;53;32;42;41;76;48;54;72;5;47;15;26;23;56;2;52;9
40;68;35;76;3;65;59;72;50;36;20;78;2;51;9;66;44;60;54;22
74;44;19;71;47;35;8;49;53;73;68;34;30;16;23;39;69;42;64;18
53;7;33;25;24;23;3;79;31;36;60;6;22;61;50;27;46;2;63;5
4;75;68;1;40;10;8;15;2;9;77;80;35;71;67;11;50;47;63;29
15;38;56;33;32;12;63;46;39;78;36;51;14;72;29;16;42;50;66;61
59;56;24;3;75;12;50;39;62;32;45;44;5;70;31;33;16;40;28;60
27;36;5;10;26;57;45;60;29;7;80;12;75;4;73;1;14;33;6;61
75;39;31;36;54;14;1;20;65;62;80;79;48;68;38;49;51;66;46;3
47;19;25;29;64;3;46;5;6;49;4;66;53;14;50;56;54;42;13;44
55;35;41;31;34;60;44;32;15;38;46;50;61;23;11;39;70;53;28;16
69;73;23;39;32;30;6;77;12;47;9;11;59;57;21;31;27;15;50;24
71;21;74;76;43;2;36;39;32;67;40;73;17;26;31;37;22;61;66;20
1;71;63;72;6;53;15;66;26;17;56;35;79;16;45;68;42;57;33;10
34;4;73;30;43;78;53;11;46;44;17;33;64;76;16;61;14;12;59;56
31;39;75;44;4;22;46;23;5;36;15;74;32;72;37;11;14;16;45;65
62;20;30;23;34;25;58;14;29;8;60;13;52;72;40;17;11;27;21;45
56;10;37;53;7;23;59;6;49;35;29;4;19;31;43;3;46;66;9;71
10;70;77;72;50;48;67;45;56;28;44;7;5;62;25;42;27;58;9;41
10;24;3;55;49;12;67;8;44;35;71;30;62;74;4;66;72;47;45;79
8;29;44;62;33;36;13;46;55;58;69;63;4;25;49;30;61;5;35;17
11;77;45;61;65;12;49;14;72;69;25;50;22;78;3;10;40;5;63;51
46;6;3;31;59;56;44;80;67;62;51;77;7;14;36;22;64;63;48;42
73;51;26;18;10;7;50;74;55;69;19;8;36;37;43;40;1;12;25;22
54;34;80;70;71;44;7;19;49;16;33;56;66;10;29;61;53;31;37;74
71;12;27;69;36;5;68;18;1;62;42;14;41;13;31;30;25;4;61;19
56;63;3;10;58;13;31;47;21;61;24;23;76;77;57;34;41;12;60;74
32;59;76;50;18;40;35;19;54;80;4;12;45;10;79;38;61;42;52;14
61;3;69;18;14;11;58;56;33;6;10;9;37;75;72;24;1;53;20;60
11;35;45;67;5;74;50;18;29;16;49;20;63;23;61;77;22;40;52;9
22;34;23;77;25;41;11;56;27;74;68;40;50;73;48;29;31;14;67;76
31;70;65;44;59;66;61;8;60;26;32;34;18;45;14;30;68;48;20;27
43;65;39;67;26;9;68;75;73;8;61;69;80;27;24;38;66;7;63;6
59;9;24;35;63;80;14;61;76;64;12;19;39;36;79;56;27;34;30;52
61;9;79;74;33;24;17;50;43;62;64;35;76;68;70;36;73;16;67;71
58;13;38;30;31;44;23;42;43;4;60;76;47;6;77;68;48;20;56;7
64;61;45;40;75;48;14;74;77;79;2;25;8;80;18;31;67;47;4;35
63;47;39;80;59;78;30;38;32;42;46;18;65;28;77;23;21;73;56;51
46;68;73;77;78;36;75;61;74;52;59;33;7;67;18;56;51;40;54;25
33;76;36;44;38;54;50;53;79;30;23;78;71;20;77;27;19;15;45;52
68;49;60;71;9;52;13;15;77;36;72;75;8;32;78;11;35;31;18;22
17;42;18;48;9;41;27;6;73;22;38;80;50;43;55;59;37;8;32;7
61;21;74;19;62;56;66;7;9;13;23;34;75;57;63;37;41;12;71;47
27;65;22;2;9;30;25;66;46;16;61;47;73;74;79;54;63;4;55;17
49;39;21;16;18;6;59;63;61;28;64;5;25;42;35;7;17;48;79;70
67;66;75;25;46;70;34;2;21;13;74;38;29;47;10;56;68;79;14;53
73;4;33;28;68;70;76;64;11;62;31;50;45;58;13;51;57;23;17;54
68;80;21;60;22;58;67;56;36;54;13;16;37;43;42;32;29;5;27;19
35;58;68;12;34;15;25;19;36;30;11;39;67;13;27;62;23;6;28;79
62;18;54;4;73;13;64;67;22;44;58;6;75;23;27;14;41;59;79;80
64;8;25;1;10;76;41;18;73;60;5;66;16;59;2;9;48;35;56;36
32;1;80;69;45;35;26;22;77;71;9;24;79;72;8;29;62;5;12;28
8;10;51;7;36;35;40;70;66;57;15;37;68;62;17;74;60;29;21;72
37;13;7;43;53;12;29;46;62;52;4;57;78;34;32;24;41;58;61;22
28;61;57;9;10;22;6;18;4;67;24;74;72;58;68;52;48;19;62;71
40;7;11;18;13;67;34;57;4;42;45;59;8;14;58;74;23;3;56;26
68;5;17;60;73;66;56;43;30;16;58;24;40;19;64;52;59;79;36;6
10;28;20;52;78;70;69;35;56;5;33;30;58;38;25;71;73;22;48;4
64;69;52;58;48;30;18;79;41;71;70;31;42;9;32;4;26;67;36;1
43;54;29;59;17;19;37;36;3;2;23;50;1;72;5;11;15;76;51;62
3;53;35;28;38;66;62;25;34;58;16;32;47;77;70;24;55;63;19;44
78;45;26;32;38;34;22;58;4;46;73;57;2;14;48;20;5;80;15;1
80;56;79;25;50;23;58;74;5;26;54;30;51;28;35;6;15;77;76;68
58;25;65;48;26;36;14;57;52;79;61;77;31;41;44;73;12;7;34;32
66;45;72;78;71;52;50;25;2;16;51;70;43;76;35;22;59;27;20;30
3;7;45;60;5;33;54;50;38;69;61;76;65;31;57;2;23;9;53;29
13;21;18;58;77;8;17;53;80;76;2;42;73;74;49;59;3;7;24;63
10;3;5;45;46;21;80;37;52;74;64;32;76;60;55;73;11;34;30;51
38;62;52;11;34;68;4;48;15;24;18;69;17;36;12;29;10;46;64;13
74;80;14;36;23;52;39;15;13;32;70;26;24;27;41;62;30;19;35;69
75;30;78;44;24;7;4;62;27;54;1;34;28;74;59;12;71;56;10;8
61;2;22;73;16;58;62;17;60;42;44;21;4;56;14;1;52;35;32;72
74;13;76;46;32;12;27;26;71;72;38;28;15;79;20;56;18;43;70;73
5;40;70;10;44;59;71;32;19;58;6;66;52;3;50;65;47;25;36;9
10;28;67;77;55;61;15;34;69;18;16;65;44;39;25;72;59;13;54;3
9;48;69;22;71;19;53;31;55;38;5;39;73;63;24;68;64;74;2;42
30;55;34;21;66;6;36;31;59;9;78;51;27;20;54;29;42;2;56;11
72;71;19;32;13;11;61;22;38;62;18;65;6;53;10;64;9;39;67;16
67;37;20;80;68;44;43;27;46;74;40;34;10;58;31;66;18;48;49;6
3;60;58;16;72;35;65;30;62;13;69;4;26;49;80;14;43;2;38;27
44;19;71;77;58;60;37;55;8;2;11;17;6;41;28;30;79;68;80;66
49;71;56;48;12;43;27;64;13;31;24;65;23;5;38;73;52;69;6;30
22;66;44;55;57;16;46;6;28;58;4;7;29;63;5;23;47;42;3;49
34;56;10;33;47;59;6;5;52;71;23;13;36;53;7;73;20;68;41;22
28;55;30;72;9;22;63;75;47;64;66;16;58;61;19;48;62;69;14;3
48;40;74;14;49;78;32;10;72;77;24;42;12;21;29;73;61;18;20;54
30;35;63;27;75;6;41;62;18;5;48;44;12;22;16;42;76;14;11;8
80;66;11;18;76;48;47;29;63;17;69;45;70;14;35;46;60;74;75;4
36;39;69;59;15;49;63;52;61;14;8;78;64;79;18;55;42;22;51;33
20;72;17;76;15;8;50;41;45;29;47;39;78;16;79;80;60;9;18;40
59;68;54;64;14;61;23;48;43;62;47;69;65;75;13;55;21;35;6;74
65;63;37;77;70;57;6;45;55;34;30;5;52;43;61;24;9;76;4;20
67;19;23;58;50;22;35;31;14;45;13;62;80;34;26;51;2;32;18;57
64;45;9;48;15;66;36;80;34;51;35;14;26;75;57;73;44;58;32;8
2;80;1;74;10;12;61;23;34;53;66;4;24;30;49;17;41;58;78;27
16;67;58;24;26;10;80;22;7;41;38;27;21;57;43;52;35;42;5;25
79;11;4;26;78;39;10;9;24;61;22;3;28;47;49;53;34;58;19;2
60;63;26;1;36;71;37;38;44;49;34;8;27;69;42;45;16;12;54;9
43;64;52;7;32;27;21;50;13;41;9;69;72;75;61;28;78;57;4;53
9;67;68;32;30;23;29;33;48;74;49;46;14;55;72;44;10;3;26;27
16;61;5;11;47;77;57;38;55;44;27;54;18;68;9;64;71;75;50;8
62;48;14;51;20;64;73;42;68;12;11;57;66;54;49;22;79;45;35;56
80;57;6;68;18;40;43;69;19;53;48;7;47;35;27;67;3;44;15;74
57;38;2;5;4;46;17;65;73;45;13;42;70;60;52;8;58;41;64;21
49;22;14;4;40;74;46;68;73;42;45;48;36;44;67;13;72;5;19;23
10;9;68;27;43;46;17;24;1;78;7;18;37;23;45;11;48;44;29;28
61;34;79;53;49;67;69;70;65;68;63;73;52;5;60;6;18;10;36;58
29;70;23;5;71;76;79;20;33;66;41;25;13;22;75;58;74;65;52;31
4;38;6;19;34;62;25;1;78;70;59;20;75;24;68;26;63;27;3;80
52;9;71;4;13;14;79;17;10;66;22;54;30;25;72;33;74;55;45;68
71;32;26;74;68;22;75;69;38;73;50;72;49;42;23;34;36;59;67;65
79;20;39;41;60;42;35;45;26;70;57;46;65;9;71;12;59;78;11;25
15;60;73;57;36;5;17;16;54;21;51;39;45;48;78;47;70;29;23;67
6;40;5;52;46;65;20;58;2;37;61;64;54;55;68;33;73;9;32;22
32;70;74;8;19;62;31;33;71;41;61;13;20;60;17;37;5;29;45;43
66;30;27;45;28;73;60;23;40;21;5;54;6;32;18;12;56;15;64;43
51;58;79;45;29;62;30;35;50;26;33;61;80;65;59;49;53;56;6;7
29;64;27;16;73;65;42;44;53;48;32;71;7;70;31;24;6;69;59;60
66;48;77;41;13;17;69;57;45;30;52;67;46;6;63;3;7;19;31;71
62;14;31;78;55;27;57;61;32;37;51;8;1;22;56;7;77;68;30;5
3;38;29;12;55;11;1;27;17;62;28;7;71;4;6;23;65;73;10;80
39;2;59;13;44;71;22;8;6;24;46;49;17;55;65;32;11;3;50;38
80;64;63;4;51;28;10;76;38;69;73;3;41;70;34;21;11;27;62;19
73;42;27;63;21;19;49;79;59;72;47;11;71;31;46;60;28;25;16;74
64;23;65;37;41;2;32;34;10;19;13;30;56;26;52;67;77;62;4;27
43;37;27;72;39;76;68;36;33;25;16;50;8;12;31;80;45;6;62;18
13;38;48;50;49;58;21;9;57;12;70;52;76;54;79;45;60;74;47;73
59;2;40;4;61;54;14;48;20;19;72;29;24;10;42;45;5;62;6;56
63;68;20;72;1;61;39;44;74;42;58;18;19;77;38;5;80;65;31;23
34;76;39;65;64;75;70;48;63;41;31;50;24;43;5;53;19;35;78;80
6;74;71;61;13;72;34;78;16;1;63;49;2;27;31;43;45;37;8;56
48;17;4;78;57;15;42;1;49;23;36;27;71;33;22;20;9;58;52;19
6;78;10;72;41;5;22;58;51;20;68;24;54;28;19;61;27;18;21;37
32;75;24;33;71;57;26;48;72;53;2;80;12;9;31;8;63;13;30;5
14;42;41;60;7;74;75;40;18;28;19;11;38;51;48;3;43;22;67;70
58;1;5;43;12;21;29;47;64;61;78;39;20;11;48;30;41;15;22;60
27;78;42;45;55;2;77;4;80;69;68;47;56;28;43;61;8;49;13;34
66;48;22;74;53;44;34;52;23;65;32;36;33;8;40;10;73;28;79;11
56;50;31;68;61;55;54;1;10;11;25;15;2;72;18;44;79;46;35;27
5;39;48;20;53;3;73;11;72;34;13;75;30;45;70;63;22;15;7;60
34;13;25;61;16;78;27;60;76;36;74;66;4;58;56;35;28;59;77;30
74;28;47;52;9;44;57;17;49;43;40;50;56;54;64;14;51;25;61;18
7;76;49;30;62;64;35;11;67;14;58;28;72;18;52;22;21;10;24;44
18;54;49;44;9;7;80;40;50;5;34;74;56;1;15;17;43;3;59;63
10;64;38;66;55;26;62;25;22;4;14;9;58;56;13;12;42;54;32;80
57;48;30;68;1;76;42;20;9;74;59;65;15;55;43;8;23;64;5;41
52;34;10;35;3;29;60;16;30;28;26;44;22;13;1;25;37;9;78;5
22;71;31;54;80;25;32;30;24;19;75;58;36;57;52;46;3;56;28;78
30;66;29;22;20;54;44;61;60;55;65;40;50;58;48;13;80;21;4;56
54;40;50;5;26;66;45;52;30;20;64;9;36;17;74;77;18;34;49;47
24;79;74;54;72;33;62;51;26;13;28;75;77;55;78;21;37;31;17;45
7;32;57;67;31;5;74;25;78;52;2;14;16;21;34;37;46;80;23;18
35;40;55;33;66;57;63;74;32;80;26;1;28;16;38;17;62;51;60;58
52;22;73;76;7;17;56;75;40;18;57;28;24;51;10;65;79;1;4;43
